wine,rating,reviewer
Brian Carter Cellars 2013 Corrida Red (Columbia Valley (WA)),91,Sean P. Sullivan
Brian Carter Cellars 2013 One Olsen Vineyard Merlot (Yakima Valley),88,Sean P. Sullivan
Brian Carter Cellars 2013 Oriana White (Yakima Valley),89,Sean P. Sullivan
Brian Carter Cellars 2013 Trentenaire Red (Columbia Valley (WA)),92,Sean P. Sullivan
Brian Carter Cellars 2014 Abracadabra Red (Columbia Valley (WA)),87,Sean P. Sullivan
Brian Carter Cellars 2014 One Olsen Vineyard Viognier (Yakima Valley),89,Sean P. Sullivan
Brian Carter Cellars 2014 Oriana White (Yakima Valley),89,Sean P. Sullivan
Brian Carter Cellars 2015 Abracadabra Ros�?(Columbia Valley (WA)),88,Sean P. Sullivan
Brian Carter Cellars 2015 Oriana White (Yakima Valley),87,Sean P. Sullivan
Brian Carter Cellars NV One Upland Vineyard Touriga Nacional (Snipes Mountain),89,Sean P. Sullivan
Brimoncourt NV Brut Ros�? (Champagne),89,Roger Voss
Brimoncourt NV Brut Ros�? (Champagne),88,Roger Voss
Brimoncourt NV Brut R챕gence  (Champagne),90,Roger Voss
Brimoncourt NV Brut R챕gence  (Champagne),88,Roger Voss
Brimoncourt NV Extra Brut  (Champagne),91,Roger Voss
Brimoncourt NV Extra Brut  (Champagne),92,Roger Voss
Brimoncourt NV Extra Brut  (Champagne),88,Roger Voss
Brooks 2015 Yamhill Vineyard Riesling,94,Paul Gregutt
Browne Family Vineyards 2015 & Red (Columbia Valley (WA)),88,Sean P. Sullivan
Browne Family Vineyards 2015 & White (Columbia Valley (WA)),86,Sean P. Sullivan
Bruno Paillard NV Premi챔re Cuv챕e Brut  (Champagne),88,Paul Gregutt
Bruno Paillard NV Premi챔re Cuv챕e Brut  (Champagne),92,Roger Voss
Bruno Paillard NV Premi챔re Cuv챕e Extra Brut  (Champagne),89,Roger Voss
Bruno Paillard NV Premi챔re Cuv챕e Extra Brut  (Champagne),90,Roger Voss
Bruno Paillard NV Premi챔re Cuv챕e Extra Brut  (Champagne),91,Roger Voss
Br체ndlmayer 2012 Willi & Vincent Cabernet Franc-Merlot (Nieder철sterreich),92,Anne Krebiehl?�MW
Br체ndlmayer 2014 L&T Gr체ner Veltliner (Nieder철sterreich),88,Anne Krebiehl?�MW
Br체ndlmayer 2015 L&T Gr체ner Veltliner (Nieder철sterreich),91,Anne Krebiehl?�MW
Br체ndlmayer 2016 L&T Gr체ner Veltliner (Nieder철sterreich),89,Anne Krebiehl?�MW
Br체ndlmayer NV Brut Ros�?Sparkling (?�sterreichischer Sekt),92,Anne Krebiehl?�MW
Br체ndlmayer NV Brut Ros�?Sparkling (?�sterreichischer Sekt),93,Anne Krebiehl?�MW
Bucci 2008 Villa Bucci Rosso  (Rosso Piceno),90,Kerin O??�eefe
Budureasca 2015 T?�m창ioas??Rom창neasc??(Dealu Mare),89,Jeff Jenssen
Budureasca 2016 Premium T?�m창ioas??Rom창neasc??(Dealu Mare),87,Jeff Jenssen
Burgo Viejo 2015  Rioja,83,Michael Schachner
Burmester NV 10-Year-Old Tawny  (Port),87,Roger Voss
Burmester NV Sotto Voce Reserve  (Port),88,Roger Voss
Butler Nephew & Co NV 10 Years Old White  (Port),90,Roger Voss
Buttonwood 2015 Musqu�?Sauvignon Blanc,90,Matt Kettmann
Buttonwood 2015 Zingy Sauvignon Blanc,88,Matt Kettmann
Buttonwood 2016 Zingy Sauvignon Blanc,90,Matt Kettmann
Buttonwood Farm 2016 Ros�?of Grenache,90,Matt Kettmann
Byington 2014 Byington Estate Pinot Noir (Santa Cruz Mountains),88,Matt Kettmann
B체y체l체ba??2012 Shah Red,90,Mike DeSimone
Ca' dei Zago 2016 Col Fondo Glera,93,Kerin O??�eefe
Ca' del Bosco 2001 Vintage Collection Dosage Zero Noir Riserva Pinot Nero (Franciacorta),92,Kerin O??�eefe
Ca' del Bosco 2004 Cuv챕e Annamaria Clementi Sparkling (Franciacorta),90,Kerin O??�eefe
Ca' del Bosco 2004 Vintage Collection Dosage Zero Noir Riserva Pinot Nero (Franciacorta),94,Kerin O??�eefe
Ca' del Bosco 2005 Vintage Collection Dosage Zero Noir Riserva Pinot Nero (Franciacorta),93,Kerin O??�eefe
Ca' del Bosco 2006 Cuv챕e Annamaria Clementi Sparkling (Franciacorta),94,Kerin O??�eefe
Ca' del Bosco 2008 Vintage Collection Brut Sparkling (Franciacorta),87,Kerin O??�eefe
Ca' del Bosco 2009 Vintage Collection Brut Sparkling (Franciacorta),91,Kerin O??�eefe
Ca' del Bosco 2009 Vintage Collection Dosage Zero Sparkling (Franciacorta),92,Kerin O??�eefe
Ca' del Bosco 2009 Vintage Collection Saten Sparkling (Franciacorta),89,Kerin O??�eefe
Ca' del Bosco 2010 Vintage Collection Brut Sparkling (Franciacorta),94,Kerin O??�eefe
Ca' del Bosco 2010 Vintage Collection Dosage Zero Pinot Nero (Franciacorta),93,Kerin O??�eefe
Ca' del Bosco 2010 Vintage Collection Sat챔n Sparkling (Franciacorta),89,Kerin O??�eefe
Ca' del Bosco 2011 Vintage Collection Brut Metodo Classico Sparkling (Franciacorta),92,Kerin O??�eefe
Ca' del Bosco 2011 Vintage Collection Dosage Z챕ro Metodo Classico Sparkling (Franciacorta),93,Kerin O??�eefe
Ca' del Bosco NV Cuv챕e Prestige Metodo Classico Sparkling (Franciacorta),89,Kerin O??�eefe
Ca' del Bosco NV Cuv챕e Prestige Ros�?Metodo Classico Sparkling (Franciacorta),88,Kerin O??�eefe
Ca' del Bosco NV Cuv챕e Prestige Ros�?Sparkling (Franciacorta),89,Kerin O??�eefe
Ca' del Bosco NV Cuv챕e Prestige Sparkling (Franciacorta),88,Kerin O??�eefe
Ca' del Bosco NV Cuv챕e Prestige Sparkling (Franciacorta),90,Kerin O??�eefe
Cadaretta 2015 SBS Semillon-Sauvignon Blanc (Columbia Valley (WA)),88,Sean P. Sullivan
Cadus 2014 Chardonnay (Valle de Uco),83,Michael Schachner
Caliboro Estate 2006 Erasmo Red (Maule Valley),90,Michael Schachner
Caliboro Estate 2009 Erasmo Late Harvest Torontel (Maule Valley),92,Michael Schachner
Caliboro Estate 2009 Erasmo Red (Maule Valley),88,Michael Schachner
Caliboro Estate 2010 Erasmo Red (Maule Valley),89,Michael Schachner
Camigliano 2011 Gualto  (Brunello di Montalcino),87,Kerin O??�eefe
Campbells NV Muscat (Rutherglen),89,Christina Pickard
Campbells NV Tokay (Rutherglen),90,Joe Czerwinski
Canard-Duch챗ne NV Charles VII Blanc de Blancs Brut Chardonnay (Champagne),89,Roger Voss
Canard-Duch챗ne NV Charles VII Grande Cuv챕e des Lys Blanc de Blancs Brut Chardonnay (Champagne),87,Roger Voss
Candoni NV Brut  (Prosecco),88,Kerin O??�eefe
Canoe Ridge 2011 Estate Grown Blocks 14 & 11 Merlot (Columbia Valley (WA)),90,Sean P. Sullivan
Cantele 2013 Negroamaro Negroamaro (Salento),87,Kerin O??�eefe
Cantina del Pino 2011 Gallina  (Barolo),93,Kerin O??�eefe
Cantina Fratelli Pardi 2015 Trebbiano Spoletino,88,Kerin O??�eefe
Cantina Luciani 2012  Brunello di Montalcino,92,Kerin O??�eefe
Cantine del Notaio 2012 La Firma  (Aglianico del Beneventano),93,Kerin O??�eefe
Capolino Perlingieri 2015 Vento Greco (Sannio),87,Kerin O??�eefe
Cari??2008 Plovac Pol?�ki Plavac Mali (Hvar),88,Jeff Jenssen
CarlindePaolo 2015 Arneis,86,Kerin O??�eefe
Carlos Basso 2011 Vi챰a Amalia Reserva Single Vineyard Cabernet Sauvignon (Valle de Uco),84,Michael Schachner
Carlton Cellars 2011 Roads End Estate Vineyard Pinot Noir,88,Paul Gregutt
Carlton Cellars 2012 Estate Pinot Noir,86,Paul Gregutt
Carlton Hill 2009 Pinot Noir,92,Paul Gregutt
Carlton Hill 2010 Pinot Noir,91,Paul Gregutt
Carlton Hill 2011 Estate Pinot Noir,90,Paul Gregutt
Carlton Hill 2012 Estate Pinot Noir,91,Paul Gregutt
Carlton Hill 2013 Estate Pinot Noir,90,Paul Gregutt
Carlton Hill 2013 Estate Reserve Pinot Noir,92,Paul Gregutt
Ca'Rom�?2011 Rapet  (Barbaresco),90,Kerin O??�eefe
Casa de Vilacetinho 2016 Avesso & Azal White (Vinho Verde),87,Roger Voss
Casa de Vilacetinho 2016 Avesso & Loureiro White (Vinho Verde),90,Roger Voss
Casa Dumetz 2014 Flower & VIne Grenache (Santa Barbara County),90,Matt Kettmann
Casa Santos Lima 2013 Stones & Bones Red (Lisboa),90,Roger Voss
Casa Santos Lima 2015 Reserva do Monte Red (Lisboa),88,Roger Voss
Casa Santos Lima 2015 Stones & Bones Red (Lisboa),89,Roger Voss
Casa Santos Lima 2015 Stones & Bones White (Lisboa),89,Roger Voss
Casa Smith 2015 Cinghiale Wahluke Slope & Rosebud Vineyards Sangiovese (Wahluke Slope),89,Sean P. Sullivan
Casal dos Jord천es NV Finest Reserve  (Port),82,Roger Voss
Casal Pa챌o Padreiro 2011 Daphne Loureiro (Vinho Verde),90,Roger Voss
Casca Wines 2014 Monte Cascas Colheita Red (Alentejano),85,Roger Voss
Cascina Chicco 2013 Rocche del Castelletto  (Barolo),89,Kerin O??�eefe
Casisano Tommasi 2011  Brunello di Montalcino,91,Kerin O??�eefe
Casisano Tommasi 2011 Colombaiolo Riserva  (Brunello di Montalcino),92,Kerin O??�eefe
Casisano Tommasi 2012  Brunello di Montalcino,92,Kerin O??�eefe
Casisano Tommasi 2014  Rosso di Montalcino,87,Kerin O??�eefe
Castel Montplaisir 1997 Red (Cahors),84,Joe Czerwinski
Casteller NV Brut Sparkling (Cava),86,Michael Schachner
Castello Banfi 2008 Poggio alle Mura Riserva  (Brunello di Montalcino),91,Kerin O??�eefe
Castello Banfi 2013 Excelsus Red (Toscana),94,Kerin O??�eefe
Castello Banfi 2013 Summus Red (Toscana),93,Kerin O??�eefe
Castello Bonomi 2006 Cuv챕e Lucrezia Extra Brut Pinot Nero (Franciacorta),89,Kerin O??�eefe
Castello Bonomi 2007 Dosage Zero Millesimato Brut Sparkling (Franciacorta),86,Kerin O??�eefe
Castello Bonomi 2008 Cru Perdu Millesimato Sparkling (Franciacorta),88,Kerin O??�eefe
Castello Bonomi 2009 Cru Perdu Sparkling (Franciacorta),89,Kerin O??�eefe
Castello Bonomi 2010 Dosage Zero Sparkling (Franciacorta),87,Kerin O??�eefe
Castello Bonomi NV Brut Ros�?Sparkling (Franciacorta),89,Kerin O??�eefe
Castello Bonomi NV Cru Perdu Brut Sparkling (Franciacorta),85,Kerin O??�eefe
Castello Bonomi NV Cru Perdu Sparkling (Franciacorta),87,Kerin O??�eefe
Castello Bonomi NV Gran Cuv챕e Brut Sparkling (Franciacorta),87,Kerin O??�eefe
Castello Bonomi NV Sat챔n Brut Chardonnay (Franciacorta),88,Kerin O??�eefe
Castello d'Albola 2009  Chianti Classico,88,Kerin O??�eefe
Castello del Poggio NV Moscato (Asti),84,Joe Czerwinski
Castellroig NV Brut Rosat Sparkling (Cava),89,Michael Schachner
Castellroig NV Brut Sparkling (Cava),87,Michael Schachner
Castellv�?de la Marca NV Santa Monica Brut Sparkling (Cava),86,Michael Schachner
Castelvecchio 2010 Vigna La Quercia Riserva  (Chianti Colli Fiorentini),86,Kerin O??�eefe
Castelvecchio 2011  Chianti Colli Fiorentini,87,Kerin O??�eefe
Castelvecchio 2015 Pinot Grigio,90,Kerin O??�eefe
Castelvecchio 2015 Sauvignon,90,Kerin O??�eefe
Castillo Clavijo NV  Rioja,82,Michael Schachner
Cava Blancher NV Capdevila Pujol Reserva Especial Brut Natural Sparkling (Cava),85,Michael Schachner
Cave de Bissey NV Brut  (Cr챕mant de Bourgogne),86,Roger Voss
Cave de Bissey NV Brut Ros�? (Cr챕mant de Bourgogne),87,Roger Voss
Cave de Cleebourg NV Cl챕rotstein Auxerrois Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Cave de Lugny 2016 La C척te Blanche  (M창con-Villages),86,Roger Voss
Cave de Ribeauvill�?2016 Collection Pinot Gris (Alsace),89,Anne Krebiehl?�MW
Cave de Saumur 2013 Les Pouches  (Saumur),84,Roger Voss
Cave de Saumur NV De Chanceny Ros�?Brut Cabernet Franc (Cr챕mant de Loire),85,Roger Voss
Cave de Saumur NV La Petite Marquise Brut Sparkling (Cr챕mant de Loire),87,Roger Voss
Cave de Tain 2009  Saint-Joseph,87,Joe Czerwinski
Cave de Turckheim NV Mayerling Brut Sparkling (Cr챕mant d'Alsace),86,Roger Voss
Cave du Roi Dagobert 2015 Racines & Terroirs Riesling (Alsace),93,Anne Krebiehl?�MW
Cavicchioli NV Extra Dry  (Prosecco),86,Kerin O??�eefe
Cedarville Vineyard 2007 Estate Cabernet Sauvignon (El Dorado),89,Virginie Boone
Cedarville Vineyard 2008 Estate Cabernet Sauvignon (El Dorado),88,Virginie Boone
Cedarville Vineyard 2009 Estate Bottled Grenache (El Dorado),92,Virginie Boone
Cedarville Vineyard 2009 Estate Zinfandel (El Dorado),89,Virginie Boone
Cedarville Vineyard 2009 Turnabout's Red (Fair Play),92,Virginie Boone
Cedarville Vineyard 2010 Estate Bottled and Grown Viognier (El Dorado),90,Virginie Boone
Cedarville Vineyard 2010 Estate Cabernet Sauvignon (El Dorado),90,Jim Gordon
Cedarville Vineyard 2010 Estate Syrah (El Dorado),91,Virginie Boone
Cedarville Vineyard 2010 Estate Zinfandel (El Dorado),91,Virginie Boone
Cedarville Vineyard 2010 Naylor Vineyard Petite Sirah (El Dorado),90,Virginie Boone
Cedarville Vineyard 2010 Turnabout's Red (Fair Play),90,Virginie Boone
Cedarville Vineyard 2011 Estate Viognier (El Dorado),92,Virginie Boone
Cedarville Vineyard 2012 Estate Syrah (El Dorado),89,Jim Gordon
Cedarville Vineyard 2012 Naylor Vineyard Petite Sirah (El Dorado),92,Jim Gordon
Cedarville Vineyard 2012 The Rules of Fair Play Red (Fair Play),89,Jim Gordon
Cedarville Vineyard 2012 Turnabout's Fair Play Red (Fair Play),90,Jim Gordon
Cedarville Vineyard 2013 Estate Viognier (El Dorado),90,Jim Gordon
Cedarville Vineyard 2013 The Rules of Fair Play Red (Fair Play),88,Jim Gordon
Cedarville Vineyard 2013 Turnabout's Fair Play Red (El Dorado),88,Jim Gordon
Cedarville Vineyard 2014 Estate Cabernet Sauvignon (El Dorado),90,Jim Gordon
Cedarville Vineyard 2014 Estate Syrah (El Dorado),91,Jim Gordon
Cedarville Vineyard 2014 Estate Zinfandel (El Dorado),90,Jim Gordon
Cedarville Vineyard 2014 Naylor Vineyard Petite Sirah (El Dorado),92,Jim Gordon
Cedarville Vineyard 2014 The Rules of Fair Play Red (El Dorado),90,Jim Gordon
Cedarville Vineyard 2015 Estate Viognier (El Dorado),91,Jim Gordon
Cellars 33 2016 Clay Station Vineyard Grenache Blanc,89,Jim Gordon
Celli 2013 Bron& Ruseval Riserva Sangiovese (Romagna),88,Kerin O??�eefe
Centovigne 2015 Miranda Erbaluce,88,Kerin O??�eefe
Centovigne 2015 Rosso della Motta Red,89,Kerin O??�eefe
Ceretto 2013 Prap�? (Barolo),96,Kerin O??�eefe
Chacewater 2009 Malbec (Red Hills Lake County),84,Virginie Boone
Chacewater 2009 Petite Sirah (Red Hills Lake County),86,Virginie Boone
Chacewater 2012 Malbec (Red Hills Lake County),92,Jim Gordon
Chacewater 2012 Nell Cabernet Sauvignon (Red Hills Lake County),88,Jim Gordon
Chacewater 2013 Malbec (Red Hills Lake County),90,Jim Gordon
Chalone 2012 Estate Grown Grenache (Chalone),88,Matt Kettmann
Chalone 2012 Estate Grown Syrah (Chalone),92,Matt Kettmann
Chalone 2013 Estate Grown Grenache (Chalone),92,Matt Kettmann
Chalone 2014 Estate Grown Chardonnay (Chalone),89,Matt Kettmann
Chalone 2014 Rose of Grenache (Chalone),87,Matt Kettmann
Chambers Rosewood Vineyards NV Grand Muscadelle (Rutherglen),92,Christina Pickard
Chambers Rosewood Vineyards NV Grand Muscadelle (Rutherglen),96,Christina Pickard
Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),94,Christina Pickard
Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),95,Joe Czerwinski
Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),98,Christina Pickard
Chambers Rosewood Vineyards NV Muscadelle (Rutherglen),90,Christina Pickard
Chambers Rosewood Vineyards NV Muscadelle (Rutherglen),92,Christina Pickard
Chambers Rosewood Vineyards NV Muscat (Rutherglen),92,Christina Pickard
Chambers Rosewood Vineyards NV Muscat (Rutherglen),93,Christina Pickard
Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),97,Christina Pickard
Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),98,Christina Pickard
Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),98,Joe Czerwinski
Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),99,Christina Pickard
Chandler Reach 2005 Estate Select Monte Regalo Red Red (Yakima Valley),87,Paul Gregutt
Chandon NV Blanc de Noirs Sparkling (California),90,Virginie Boone
Chandon NV Brut Classic Sparkling (California),89,Virginie Boone
Chandon NV Ros�?Sparkling (California),87,Jim Gordon
Chanin 2015 Sanford & Benedict Chardonnay (Sta. Rita Hills),94,Matt Kettmann
Chanin 2015 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),93,Matt Kettmann
Chanoine NV Tsarine Cuv챕e Premium Brut  (Champagne),87,Roger Voss
Chanoine NV Tsarine Demi-Sec  (Champagne),88,Roger Voss
Chanoine NV Tsarine Premier Cru Brut  (Champagne),87,Roger Voss
Chanoine NV Tsarine Ros�?Brut  (Champagne),86,Roger Voss
Chanoine NV Tsarine Ros�?Brut  (Champagne),89,Roger Voss
Chanoine NV Tzarina No 1 Brut  (Champagne),88,Roger Voss
Chanson P챔re et Fils 2007 Clos des Mouches Premier Cru  (Beaune),92,Roger Voss
Chapel Down NV Brut Sparkling (England),89,Anne Krebiehl?�MW
Charles de F챔re NV R챕serve Blanc de Blancs Brut Sparkling (Vin Mousseux),85,Roger Voss
Charles Ellner NV Grande R챕serve Brut  (Champagne),90,Roger Voss
Charles Ellner NV Ros�?Brut  (Champagne),87,Roger Voss
Charles Heidsieck NV Ros�?R챕serve Brut  (Champagne),91,Roger Voss
Charles Lafitte 1989 Orgueil de France Brut  (Champagne),84,Roger Voss
Charles Lafitte 1989 Orgueil de France Brut  (Champagne),86,Paul Gregutt
Charles Lafitte 1989 Orgueil de France Brut  (Champagne),91,Michael Schachner
Charles Orban NV Blanc de Noirs Brut  (Champagne),89,Roger Voss
Charles Orban NV Brut Ros�? (Champagne),86,Roger Voss
Chartogne-Taillet NV Cuv챕e Sainte-Anne Brut  (Champagne),87,Roger Voss
Chateau de Manissy 2015 Cuv챕e de Lys  (Tavel),90,Joe Czerwinski
Chateau Mourgues du Gres 2009 Capitelles Red (Costi챔res de N챤mes),91,Joe Czerwinski
Chateau Mourgues du Gres 2010 Les Galets Dor챕s White (Costi챔res de N챤mes),86,Joe Czerwinski
Chateau Mourgues du Gres 2010 Les Galets Ros챕s Ros�?(Costi챔res de N챤mes),90,Joe Czerwinski
Chateau Quattre 2009 Les Carrals Malbec (Cahors),87,Roger Voss
Chateau Ste. Michelle 2007 Sauvignon Blanc (Columbia Valley (WA)),88,Paul Gregutt
Chavet Fils 2013 Cuv챕e Exception  (Menetou-Salon),88,Roger Voss
Cheval Quancard 2015 Fleur du Roc  (Saint-?�milion),86,Roger Voss
Chilcas 2015 Reserva Estate Bottled Pinot Noir,85,Michael Schachner
Chloe 2015 San Lucas Estate Vineyard Merlot (Monterey County),86,Matt Kettmann
Christie's NV Butler Nephew & Co Tawny Finest Reserve  (Port),84,Roger Voss
Churchill's NV Tawny Ten Years Old Port (Douro),88,Joe Czerwinski
Ch창teau Armandi챔re 2011 Diamant Rouge Malbec (Cahors),85,Roger Voss
Ch창teau Armandi챔re 2012 Ancestral Malbec (Cahors),89,Roger Voss
Ch창teau Armandi챔re 2012 Diamant Rouge Malbec (Cahors),90,Roger Voss
Ch창teau Armandi챔re 2014 Ancestral Malbec (Cahors),88,Roger Voss
Ch창teau Armandi챔re 2014 Malbec (Cahors),87,Roger Voss
Ch창teau Barb�?2016  Blaye C척tes de Bordeaux,90,Roger Voss
Ch창teau Biac 2010 Secret de Ch창teau Biac  (Cadillac),85,Roger Voss
Ch창teau Bois Redon 2011  Bordeaux Sup챕rieur,86,Roger Voss
Ch창teau Bouissel 2008 Classic Red (Fronton),85,Roger Voss
Ch창teau Bouissel 2010 Le Syrah de Bouissel Syrah,88,Roger Voss
Ch창teau Bouscaut 2011 Barrel Sample  (Pessac-L챕ognan),89,Roger Voss
Ch창teau Bouscaut 2012  Pessac-L챕ognan,93,Roger Voss
Ch창teau Bouscaut 2012 Barrel Sample  (Pessac-L챕ognan),92,Roger Voss
Ch창teau Bovila 2012 Ch창teau de Rouffiac S챕duction Malbec (Cahors),89,Roger Voss
Ch창teau Bovila 2012 Les Quatre Eglises Malbec (Cahors),90,Roger Voss
Ch창teau Bovila 2012 Malbec-Merlot (Cahors),88,Roger Voss
Ch창teau Bovila 2014 Malbec (Cahors),88,Roger Voss
Ch창teau Brown 2005  Pessac-L챕ognan,90,Roger Voss
Ch창teau Brown 2012  Pessac-L챕ognan,93,Roger Voss
Ch창teau Brulescaille 2010  C척tes de Bourg,88,Roger Voss
Ch창teau Calvimont 2016  Graves,87,Roger Voss
Ch창teau Carbonnieux 2010 Barrel sample  (Pessac-L챕ognan),93,Roger Voss
Ch창teau Carbonnieux 2011 Barrel Sample  (Pessac-L챕ognan),94,Roger Voss
Ch창teau Carbonnieux 2012 Barrel Sample  (Pessac-L챕ognan),92,Roger Voss
Ch창teau Carignan 2014  Cadillac C척tes de Bordeaux,90,Roger Voss
Ch창teau Carignan 2014 Prima  (Cadillac C척tes de Bordeaux),90,Roger Voss
Ch창teau Clos Haut-Peyraguey 2013  Sauternes,95,Roger Voss
Ch창teau Clos Moulin Pontet 2015  Bordeaux Sup챕rieur,90,Roger Voss
Ch창teau Coste Peyrouse 2007 Malbec-Merlot (Cahors),91,Roger Voss
Ch창teau Coste Peyrouse 2010 Malbec-Merlot (Cahors),86,Roger Voss
Ch창teau Coutinel 2015 Il est des n척척척tres! Gamay,86,Roger Voss
Ch창teau Coutinel 2016 Braucol,87,Roger Voss
Ch창teau Coutinel 2016 Malbec,87,Roger Voss
Ch창teau Dauphin�?Rondillon 2008 Cuv챕e d'Or ,90,Roger Voss
Ch창teau Dauphin�?Rondillon 2009 Cuv챕e d'Exception ,91,Roger Voss
Ch창teau Dauphin�?Rondillon 2011  ,88,Roger Voss
Ch창teau d'Aydie 2004 Madiran Laplace Tannat (Madiran),91,Roger Voss
Ch창teau d'Aydie 2004 Tannat (Madiran),92,Roger Voss
Ch창teau d'Aydie 2007 Ode d'Aydie Tannat (Madiran),90,Roger Voss
Ch창teau d'Aydie 2007 Tannat (Madiran),91,Roger Voss
Ch창teau d'Aydie 2008 Ode d'Aydie Tannat (Madiran),90,Roger Voss
Ch창teau d'Aydie 2008 Tannat (Madiran),93,Roger Voss
Ch창teau d'Aydie 2009 Madiran Laplace Tannat (Madiran),92,Roger Voss
Ch창teau d'Aydie 2009 Od�?d'Aydie Tannat (Madiran),91,Roger Voss
Ch창teau d'Aydie 2009 Tannat (Madiran),92,Roger Voss
Ch창teau d'Aydie 2010 Aydie l'Origine Tannat-Cabernet Franc (Madiran),93,Roger Voss
Ch창teau d'Aydie 2010 Madiran Laplace Tannat (Madiran),92,Roger Voss
Ch창teau d'Aydie 2010 Tannat (Madiran),94,Roger Voss
Ch창teau d'Aydie 2011 Aydie L'Origine Tannat-Cabernet Franc (Madiran),92,Roger Voss
